,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
26544,54,2,1,5,0,1,0,1,4,4,39,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
26545,51,0,1,5,0,0,0,0,3,2,229,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,1
26546,58,1,1,2,0,1,0,0,1,1,846,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
26547,37,9,1,5,0,1,1,1,6,4,298,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
26548,54,4,1,3,0,0,0,0,1,1,725,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
26549,35,0,1,2,0,0,0,1,6,3,34,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26550,35,9,1,4,0,1,0,1,4,3,589,6,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
26551,57,5,1,5,0,1,0,1,6,3,177,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26552,33,7,2,3,0,1,0,0,0,1,44,3,999,0,1,-1.8,93.075,-47.1,1.392,5099.1,1
26553,46,0,1,5,0,0,0,0,5,3,269,3,999,0,1,-1.8,92.84299999999999,-50.0,1.556,5099.1,0
26554,49,7,0,1,0,0,0,1,3,0,744,4,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,1
26555,34,0,1,5,0,0,0,0,7,0,467,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
26557,59,0,1,3,0,1,1,1,6,2,118,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26559,46,0,2,5,0,0,1,0,6,1,195,1,999,0,1,-1.8,92.89299999999999,-46.2,1.264,5099.1,0
26560,47,4,1,2,0,0,0,0,7,1,97,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
26561,36,1,1,0,0,1,0,1,6,0,166,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
26562,58,5,1,0,0,0,0,0,3,1,22,18,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26563,35,9,2,2,0,1,0,0,7,4,112,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
26564,36,7,1,2,0,0,0,0,6,4,61,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26565,30,1,1,2,0,1,0,0,3,1,332,1,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
26566,59,5,0,2,0,1,0,1,4,0,141,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26567,35,0,2,2,0,1,0,0,3,0,431,3,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
26568,51,3,1,0,0,1,0,0,1,3,234,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
26569,33,1,1,1,0,1,0,0,6,4,134,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26570,43,9,0,4,0,1,0,1,6,4,182,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
26571,42,9,0,4,0,1,0,0,0,0,93,2,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,0
26572,33,9,1,3,0,1,1,0,1,4,45,4,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
26573,43,4,2,5,0,1,0,1,6,2,140,2,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
26574,35,0,1,5,0,0,1,0,6,4,261,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26575,52,3,1,0,0,0,0,1,4,2,92,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
26576,32,0,2,5,0,0,0,0,1,4,226,5,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
26577,53,1,1,2,0,0,1,1,0,0,26,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
26579,42,1,1,0,0,1,0,0,7,1,109,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
26580,32,10,0,0,0,0,1,1,4,0,19,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
26581,35,9,2,3,0,1,0,0,1,1,87,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
26582,29,1,1,0,0,0,1,1,4,1,164,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
26583,27,0,2,3,0,1,1,0,6,4,177,4,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26584,52,3,1,0,0,1,0,1,4,1,65,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
26585,33,1,1,0,0,1,1,1,4,4,112,4,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
26586,33,9,1,4,0,0,0,0,6,0,290,1,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
26587,31,1,0,4,0,1,0,1,6,2,176,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
26588,24,7,2,2,0,1,0,1,3,4,108,2,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
26589,36,0,1,3,0,0,0,1,6,1,211,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
26590,30,9,2,5,0,1,0,0,3,1,463,2,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
26591,48,0,1,3,0,1,0,1,4,1,65,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
26592,42,2,1,5,0,1,0,0,3,2,430,4,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26593,29,1,1,3,0,1,0,0,6,4,66,1,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26594,35,3,1,5,0,1,0,0,6,1,59,2,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
26595,33,1,2,0,0,1,0,0,8,0,146,1,999,1,0,-1.1,94.601,-49.5,0.972,4963.6,0
26597,36,1,1,0,0,1,0,1,4,2,559,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
26598,57,1,1,3,0,0,0,0,3,0,558,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26599,47,10,1,4,0,1,1,0,1,3,100,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
26600,34,9,2,4,0,1,1,0,5,0,544,3,999,0,1,-1.8,92.84299999999999,-50.0,1.726,5099.1,1
26601,23,8,2,3,0,1,0,0,3,3,682,2,13,1,2,-2.9,92.469,-33.6,1.044,5076.2,0
26602,53,5,1,2,0,0,0,0,6,4,133,4,999,0,1,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26603,41,0,1,5,0,1,0,0,6,0,114,2,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
26604,26,9,2,4,0,0,0,1,6,2,14,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
26605,38,4,1,5,0,0,0,0,3,3,486,5,999,0,1,-2.9,92.469,-33.6,0.9079999999999999,5076.2,0
26606,40,6,1,5,0,0,0,0,0,0,625,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
26607,47,9,2,5,0,0,1,1,4,1,67,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
26608,57,5,2,4,0,1,0,1,6,1,188,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26609,38,0,2,5,0,1,0,0,7,2,95,2,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
26611,27,8,2,5,0,1,0,0,3,2,312,1,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
26612,27,10,1,3,0,1,0,1,4,0,23,13,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26613,39,0,2,5,0,1,0,0,3,1,50,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26614,55,5,1,4,0,1,1,0,7,1,120,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
26615,37,0,0,5,0,1,1,0,6,1,121,2,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
26616,37,0,2,3,0,0,1,0,7,4,248,1,999,0,1,-3.4,92.649,-30.1,0.715,5017.5,0
26617,52,9,0,5,0,0,1,0,1,3,86,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
26618,21,7,2,3,0,0,0,0,4,0,110,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,0
26619,45,10,1,4,0,1,1,0,1,0,98,5,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26620,54,6,1,5,0,0,0,0,8,2,99,3,999,0,1,-1.1,94.601,-49.5,0.987,4963.6,0
26622,27,1,1,5,0,0,0,1,4,0,10,19,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26623,36,1,1,1,0,1,0,0,3,2,517,3,999,0,1,1.4,93.91799999999999,-42.7,4.968,5228.1,1
26624,36,4,1,5,0,0,0,0,4,3,265,1,999,1,0,-1.7,94.055,-39.8,0.7609999999999999,4991.6,0
26625,27,7,2,3,0,1,0,0,6,2,88,1,999,1,0,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
26626,39,1,1,2,0,0,0,1,6,3,218,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26627,49,7,0,3,0,1,0,0,1,0,156,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
26628,39,1,1,0,0,0,0,1,6,2,206,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26629,30,7,1,3,0,1,0,1,6,1,92,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
26630,52,2,1,5,0,1,1,1,7,4,248,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
26631,30,0,2,3,0,0,1,1,6,2,892,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26632,38,0,1,5,0,0,0,1,6,0,124,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26633,42,10,1,3,0,0,0,0,3,4,140,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26634,44,2,1,1,0,0,1,1,4,3,75,4,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
26635,53,3,1,0,0,1,0,0,4,3,245,2,999,0,1,-2.9,92.963,-40.8,1.252,5076.2,1
26636,30,0,2,5,0,1,0,1,8,2,1002,4,999,0,1,-3.4,92.431,-26.9,0.733,5017.5,0
26637,42,9,1,2,0,0,0,1,6,3,618,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26638,43,0,1,5,0,1,0,0,1,4,120,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
26639,37,2,1,2,0,1,1,1,4,2,102,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
26640,41,0,2,5,0,1,1,1,4,4,88,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26641,36,0,1,5,0,0,0,0,1,3,97,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
26642,31,10,2,3,0,1,1,0,3,4,45,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26643,47,0,1,5,0,0,0,1,3,3,186,9,999,0,1,-2.9,92.469,-33.6,0.9079999999999999,5076.2,0
26644,48,3,0,0,0,1,0,0,3,3,727,2,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
26645,34,0,1,3,0,1,1,0,3,4,29,8,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26646,25,1,1,1,0,1,0,0,3,2,59,3,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
26647,30,9,2,4,0,0,0,1,6,0,509,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26648,21,0,2,3,0,1,0,0,3,4,102,1,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26649,25,7,1,2,0,0,0,0,3,4,128,2,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26650,24,4,2,5,0,1,0,0,0,2,91,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
26651,52,2,1,5,0,0,0,1,6,2,189,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26652,33,7,2,3,0,1,0,0,3,3,143,2,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26653,35,6,2,4,0,1,0,0,7,2,361,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
26654,34,1,1,2,0,1,0,0,3,4,173,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,1
26655,22,8,2,3,0,0,1,1,4,2,166,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
26656,26,6,2,5,0,0,0,0,6,4,78,1,999,0,1,-1.8,92.89299999999999,-46.2,1.27,5099.1,0
26657,32,0,0,3,0,0,0,1,6,3,325,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26658,33,1,1,2,0,1,0,1,4,2,111,8,999,0,1,1.4,94.465,-41.8,4.958,5228.1,0
26659,44,1,0,1,0,0,0,0,3,0,580,7,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26660,51,0,1,3,0,1,0,1,6,2,431,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26661,33,0,2,5,0,1,0,0,0,2,308,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
26662,38,0,1,3,0,1,0,1,6,2,260,5,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
26663,39,9,1,4,0,1,0,1,6,4,50,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26664,50,0,0,0,0,1,0,0,6,1,8,11,999,0,1,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
26665,28,8,2,2,0,1,0,1,6,2,213,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
26666,44,1,1,0,0,1,0,1,6,4,786,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26667,47,0,1,3,0,1,0,1,6,3,139,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26668,32,1,1,2,0,0,0,1,6,1,90,5,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26669,33,7,1,3,0,1,0,0,1,2,240,2,999,0,1,-2.9,92.20100000000001,-31.4,0.873,5076.2,0
26670,31,3,1,3,0,0,0,1,6,2,480,10,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
26671,34,0,1,5,0,1,0,0,6,0,198,2,999,0,1,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0
26672,50,10,1,3,0,1,1,0,1,4,400,1,999,0,1,1.4,93.444,-36.1,4.967,5228.1,0
26673,29,1,2,2,0,1,0,0,3,2,633,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
26674,43,2,1,4,0,1,1,0,6,0,114,1,999,1,0,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1,0
26675,34,6,1,4,0,1,0,1,6,0,252,4,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
26676,50,7,2,3,0,0,0,0,3,4,81,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
26677,40,0,2,5,0,1,1,1,6,1,190,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26678,30,9,2,5,0,0,0,0,1,4,157,8,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26679,45,10,1,5,0,0,0,1,6,0,191,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26680,46,0,1,3,0,0,0,1,3,2,375,3,999,0,1,1.4,93.91799999999999,-42.7,4.966,5228.1,0
26681,54,9,1,4,0,1,0,0,1,1,365,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
26682,48,0,1,5,0,1,0,1,4,0,522,3,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,0
26684,23,7,1,3,0,0,0,0,6,4,370,1,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26685,36,1,2,2,0,1,1,0,7,0,70,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
26686,44,7,1,3,0,1,0,1,6,3,158,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26687,34,6,2,3,0,1,0,0,7,3,581,4,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
26688,29,7,1,3,0,0,0,1,4,3,200,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
26689,49,7,0,3,0,0,1,1,6,0,82,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26690,39,4,1,3,0,1,0,0,7,3,84,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
26691,41,9,1,4,0,0,0,0,5,0,229,2,999,0,1,-1.8,92.84299999999999,-50.0,1.531,5099.1,0
26692,44,1,1,1,0,1,0,0,7,0,275,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
26693,59,9,2,1,0,0,0,0,8,2,86,1,999,2,0,-3.4,92.431,-26.9,0.754,5017.5,0
26694,38,0,2,2,0,0,1,1,4,0,111,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
26695,52,0,1,4,0,0,1,0,9,4,506,3,999,0,1,-1.1,94.199,-37.5,0.8759999999999999,4963.6,0
26696,52,9,1,5,0,0,0,0,1,4,15,7,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26697,48,0,0,3,0,0,0,1,6,3,31,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26698,40,4,1,3,0,0,0,1,6,4,238,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26699,32,10,2,5,0,1,0,0,1,0,88,1,999,1,0,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,0
26700,34,9,2,5,0,1,0,1,6,3,186,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26701,36,9,1,4,0,0,0,1,6,1,175,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26702,48,9,1,2,0,0,0,0,9,3,99,3,999,1,0,-3.4,92.37899999999999,-29.8,0.8190000000000001,5017.5,0
26703,32,0,2,5,0,0,0,1,4,3,94,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
26704,53,9,1,4,0,1,0,1,6,3,170,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26705,33,0,1,5,0,1,0,0,1,4,81,3,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26706,58,2,1,0,0,0,1,0,7,3,164,2,999,1,0,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
26707,31,0,2,5,0,0,0,0,1,3,359,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
26708,30,4,1,5,0,1,0,0,6,1,61,3,999,1,0,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
26709,30,0,2,5,0,1,1,1,7,0,33,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
26710,43,1,1,2,0,0,0,1,4,0,404,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
26711,58,5,1,0,0,0,0,1,4,0,407,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26712,43,0,1,3,0,1,0,0,3,2,1259,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26713,43,0,1,5,0,1,0,1,4,3,30,1,999,0,1,-2.9,92.963,-40.8,1.252,5076.2,0
26714,39,6,1,2,0,0,0,1,6,1,233,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26715,49,0,2,5,0,0,0,0,3,3,57,6,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
26716,37,9,1,3,0,1,0,1,4,3,115,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
26717,30,0,2,5,0,0,1,1,6,0,297,4,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
26718,54,5,0,5,0,1,0,0,6,0,133,1,999,0,1,-1.8,92.89299999999999,-46.2,1.25,5099.1,1
26720,38,2,1,0,0,0,0,1,4,1,822,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
26721,57,0,2,3,0,1,0,1,6,1,26,5,12,1,2,-1.8,92.89299999999999,-46.2,1.244,5099.1,0
26723,37,0,1,5,0,0,0,1,4,2,63,1,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
26724,37,9,1,4,0,0,0,0,4,1,129,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
26726,28,1,2,2,0,1,1,0,0,2,333,2,999,0,1,-1.8,93.075,-47.1,1.406,5099.1,0
26727,38,1,1,0,0,1,0,1,4,4,25,41,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
26728,48,1,1,2,0,1,0,0,6,3,268,1,3,3,2,-1.8,93.876,-40.0,0.6679999999999999,5008.7,0
26729,53,3,1,1,0,1,0,0,0,1,372,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
26730,31,0,2,5,0,1,0,0,1,2,126,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
26731,41,1,1,2,0,0,0,1,4,0,256,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
26732,74,5,1,0,0,1,0,0,1,1,467,2,6,1,2,-2.9,92.20100000000001,-31.4,0.843,5076.2,0
26734,30,1,2,0,0,1,0,1,4,0,59,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26735,51,0,1,2,0,1,0,1,4,0,114,7,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
26736,40,4,2,3,0,1,0,0,7,2,541,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
26737,27,7,2,3,0,1,0,0,6,2,193,1,999,0,1,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
26738,49,1,1,0,0,1,0,1,6,4,89,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26739,25,0,2,3,0,0,0,1,6,3,268,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
26740,43,4,1,2,0,0,0,0,3,3,217,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26741,30,9,1,3,0,0,0,0,7,4,1206,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
26742,32,1,1,2,0,0,0,0,3,1,240,3,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26743,37,9,1,4,0,1,0,0,7,3,400,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
26744,68,4,1,2,0,1,0,0,2,2,97,1,999,2,0,-3.0,92.713,-33.0,0.7120000000000001,5023.5,0
26745,44,7,0,3,0,1,0,0,3,1,158,5,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26746,29,2,1,0,0,1,0,1,6,1,224,3,999,0,1,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1
26747,33,1,1,0,0,0,1,0,6,4,496,2,999,1,0,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
26748,57,5,2,3,0,1,1,1,6,1,507,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
26749,31,9,1,5,0,1,1,0,1,4,158,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26750,36,9,1,4,0,0,0,0,1,4,94,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26751,46,1,1,1,0,1,1,0,1,1,104,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
26752,36,0,1,5,0,0,0,0,6,4,37,2,999,0,1,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
26753,42,9,0,4,0,1,0,0,0,3,157,1,999,1,0,-1.8,93.075,-47.1,1.453,5099.1,0
26754,48,10,1,3,0,1,0,1,4,0,157,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26755,28,7,1,3,0,0,0,0,3,3,554,1,999,0,1,1.4,93.91799999999999,-42.7,4.962,5228.1,0
26756,46,2,1,5,0,0,1,1,3,1,126,4,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
26757,33,6,2,0,0,1,0,1,6,0,742,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
26758,27,7,2,4,0,1,0,1,3,4,46,8,999,0,1,1.4,93.91799999999999,-42.7,4.957,5228.1,0
26759,41,9,1,4,0,1,0,0,1,4,84,2,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,1
26760,45,1,1,2,0,1,0,0,1,2,773,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
26761,27,1,1,2,0,1,0,1,6,2,491,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
26762,38,7,1,2,0,0,1,0,0,2,96,3,999,0,1,-1.8,93.075,-47.1,1.483,5099.1,0
26763,46,0,1,5,0,0,0,1,5,2,184,1,3,1,2,-1.8,93.369,-34.8,0.65,5008.7,0
26764,30,7,2,3,0,0,0,1,4,4,324,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
26765,47,4,1,5,0,0,0,0,9,2,362,1,17,2,2,-1.1,94.199,-37.5,0.884,4963.6,0
26766,39,4,1,5,0,1,0,1,4,0,30,24,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
26767,37,0,2,3,0,1,0,1,3,3,77,34,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
26768,46,0,2,5,0,1,0,0,3,2,153,1,999,0,1,1.4,93.91799999999999,-42.7,4.958,5228.1,0
26769,35,9,2,4,0,1,1,0,1,2,55,1,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26770,55,5,1,0,0,1,0,0,3,4,498,1,999,0,1,1.4,93.91799999999999,-42.7,4.963,5228.1,0
26771,33,6,2,3,0,0,0,0,6,3,141,1,999,0,1,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
26772,37,0,2,5,0,1,0,0,5,2,194,2,999,1,0,-1.8,93.369,-34.8,0.654,5008.7,0
26773,30,0,2,3,0,1,0,0,6,2,284,7,999,0,1,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
26774,41,4,0,5,0,0,0,1,4,1,43,12,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
26775,31,0,2,5,0,1,0,0,7,3,84,4,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
26776,35,1,2,2,0,1,0,1,6,0,65,7,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
26777,36,0,1,5,0,1,0,0,1,4,134,3,999,0,1,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
26778,26,0,2,5,0,0,0,1,6,3,90,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
26779,26,0,2,5,0,0,1,0,4,2,224,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
26780,43,0,0,3,0,0,0,1,4,3,319,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
26781,24,7,2,3,0,1,0,0,0,3,850,2,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,0
26782,54,1,1,2,0,1,0,0,3,1,144,2,999,0,1,1.4,93.91799999999999,-42.7,4.96,5228.1,0
26783,34,7,0,4,0,1,0,1,4,2,339,1,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
26784,36,1,1,1,0,1,1,0,0,0,91,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
26785,33,0,0,5,0,1,0,1,7,2,119,3,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
26786,22,9,2,4,0,0,0,1,4,0,184,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
26787,43,0,1,5,0,1,0,0,3,3,24,1,999,0,1,1.4,93.91799999999999,-42.7,4.961,5228.1,0
